contratacao,status_contratacao,unidade,objeto,fornecedor,cpf_cnpj,valor_estimado,valor_empenhado,valor_liquidado,valor_pago
2023004790,Em Aberto,SEPM - Secretaria de Estado de Polícia Militar,COOTRATAÇÃO  DE SERVIÇO ESPECIALIZADO  DE PREPARAÇÃO DE SOLUÇÃO  NUTRITIVA  PARENTERAL  PARA USO NEONATAL  E PEDIÁDTRICO,NUTRIENTE PRODUTOS E SERVIÇOS FARMACÊUTICOS LTDA,01.017.671/0001-28,94392,94392,,
2023004791,Em Aberto,UERJ - ADMINISTRACAO CENTRAL,Aquisição de Aida de Sódio,MERCK S/A (FILIAL),33.069.212/0008-50,303.12,303.12,,
2023004792,Em Aberto,FUNESPOM - FUNDO ESP. POLÍCIA MILITAR RJ,Aquisição de Medicamentos ,ESSENCIAL RIO DISTRIBUIDORA DE PRODUTOS MEDICOS E HOSPITALARES LTDA,24.875.483/0001-36,11022,11022,,
2023004793,Em Aberto,FUNESPOM - FUNDO ESP. POLÍCIA MILITAR RJ,Aquisição de Medicamentos ,MUNDIFARMA DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS E HOSPITALARES,07.768.887/0001-01,836.5,836.5,,
2023004794,Ativo,FUNESPOM - FUNDO ESP. POLÍCIA MILITAR RJ,PRESTAÇÃO DE SERVIÇO ESPECIALIZADO NA ASSISTÊNCIA MULTIDISCIPLINAR A SAÚDE DE PESSOAS COM DEFICIÊNCIA,NOAH TERAPIAS INTEGRADAS LTDA,46.133.301/0001-94,102500.12,50000,,
2023004795,Em Aberto,DPGE - DEFENSORIA PÚBLICA GERAL DO ESTADO,A presente Ata tem por objeto o Registro de Preços para SERVIÇOS DE CONFECÇÃO DE MATERIAL GRÁFICO PERSONALIZADO visando suprir a Defensoria Pública com materiais gráficos informativos e de divulgação ao público assim como os de apoio utiliados nos eventos institucionais conforme as especificações contidas no Edital de Pregão Termo de Referência Anexo I do Edital e a Proposta de Preços Anexo II do Edital assim como as informações reunidas no Anexo I Consolidação das Informações desta Ata de Registro de Preços,FAST GRÁFICA E EDITORA LTDA.,13.944.941/0001-25,695,,,
2023004797,Em Aberto,PRODERJ - CENTRO DE TECN DE INFORMAÇÃO E COMUN DO ERJ,O OBJETO DESTE TERMO DE REFERÊNCIA É O REGISTRO DE PREÇOS PARA CONTRATAÇÃO DE SERVIÇOS CONTINUADOS D E OUTSOURCING PARA OPERAÇÃO DE ALMOXARIFADO VIRTUAL PARA ATENDER AS NECESSIDADES DOS ÓRGÃOS PARTICIPANTES ,BRS SP SUPRIMENTOS CORPORATIVOS S/A,03.746.938/0001-43,178968.64,39770.81,,
2023004798,Em Aberto,UERJ - ADMINISTRACAO CENTRAL,PAGAMENTO DE ANUIDADE GRUPO TORDESILLAS,GRUPO TORDESILLAS,00.000.000/0005-26,10352.94,10352.94,,
2023004799,Em Aberto,UERJ - ADMINISTRACAO CENTRAL,Nome do produto ClorofórmioSinônimos Trichloromethane Methylidyne trichlorideFórmula CHCl3Peso molecular 11938 gmolN CAS 67663N CE 2006638N de Index 602006004,GRAULAB BRASIL MATERIAL PARA LABORATÓRIO S/A,64.568.710/0001-03,440,440,440,440
2023004800,Ativo,FUNESBOM - FUNDO ESPECIAL DO CORPO DE BOMBEIROS,Inscrição no congresso de capacitação profissional promovido pelo INSTITUTO NEGÓCIOS PÚBLICOS DO BRASIL ESTUDOS E PESQUISAS NA ADMINISTRAÇÃO PÚBLICA LTDA no período de 12 a 16 de Junho de 2023 na forma presencial na cidade de Fo do Iguaçu estado do Paraná cujo tema é 10 CONTRATOS WEEK Semana Nacional de Estudos Avançados em Contratos Administrativos onde participarão 12 doe servidores da SEDEC distribuídos em suas atividadades laborais entre diversas Diretorias,INSTITUTO NEGOCIOS PUBLICOS DO BRASIL - ESTUDOS E PESQUISAS NA ADMINISTRACAO PUBLICA - INP - LTDA,10.498.974/0002-81,46800,46800,15366,15366
2023004801,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,empenho,VASCULINE COMERCIO DE MATERIAIS MEDICOS E REPRESENTAÇÕES LTDA.,03.555.303/0001-69,189000,189000,186732,186732
2023004802,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,Aquisição de Medicamentos da Grade Geral Medicamentos Diversos Maternidade constantes da Lista de Medicamentos e Soluções Hospitalares Essenciais da Fundação Saúde do Estado do Rio de Janeiro FSERJ ,MEDKA HOSPITALAR EIRELI,36.958.637/0001-32,945476.88,945476.88,561600,280800
2023004803,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,Aquisição de Medicamentos da Grade Geral Medicamentos Diversos Maternidade constantes da Lista de Medicamentos e Soluções Hospitalares Essenciais da Fundação Saúde do Estado do Rio de Janeiro FSERJ ,PROMERJ COMÉRCIO DE PRODUTOS FARMACÊUTICOS EIRELI,19.217.859/0001-85,177060,177060,88530,87467.64
2023004804,Ativo,FUNESBOM - FUNDO ESPECIAL DO CORPO DE BOMBEIROS,Aquisição de viaturas tipo ABT,ITURRI S.A.,00.000.000/0004-81,32985000,32985000,,
2023004807,Em Aberto,UERJ - ADMINISTRACAO CENTRAL,Folha de pagamento solicitada pelo CEPED com recursos do Convênio com a Procuradoria Geral do Município do Rio de Janeiro,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,33.540.014/0001-57,133606.49,109427.2,,
2023004808,Ativo,JUCERJA - JUNTA COMERCIAL DO ESTADO DO RIO DE JANEIRO,Inscrição de servidores para participação em Seminário,INSTITUTO NEGOCIOS PUBLICOS DO BRASIL - ESTUDOS E PESQUISAS NA ADMINISTRACAO PUBLICA - INP - LTDA,10.498.974/0002-81,8980,8980,8980,8980
2023004810,Ativo,FUNESPOM - FUNDO ESP. POLÍCIA MILITAR RJ,Contratação de empresa especialiada na assistência multidisciplinar no atendimento de pessoas com deficiência,CRE- CENTRO DE REABILITAÇÃO ESPECILIZADA,24.684.645/0001-59,900000,450000,,
2023004811,Ativo,NOVO DEGASE - Dep Geral de Ações Socioeducativas,AQUISIÇÃO DE TABLETS,MGITECH COM IMP EXP LTDA,17.590.881/0003-02,1455000015,145500,145500,145500
2023004812,Ativo,UEPSAM - Unidade Executora do PSAM,Execução das Obras e Serviços de Engenharia/ objetivando/ complementação do sistema de esgotamento sanitário em parte do 1° distrito de Maricá ,CONSTRUVERDE CONSTRUCOES E SERVICOS EIRELI,20.360.878/0001-45,55285113.16,4752647.08,,
2023004813,Em Aberto,DETRO-RJ - DEP DE TRANSPORTES RODOVIÁRIOS DO EST DO RJ,SERVIÇOS GRAFICOS EM GERAL,LK3 COMERCIO E SERVIÇOS LTDA,47.225.019/0001-08,17099,17099,5197.65,5197.65
2023004814,Ativo,EMATER-RIO - EMPR DE ASSIST TÉCN E EXT RURAL DO EST DO RJ,Hospedagem de correio eletrônico email Básica,PRODERJ - CENTRO DE TECNOLOGIA DE INFORMACAO E COMUNICACAO DO ESTADO DO RIO DE JANEIRO,30.121.578/0001-67,23480.64,,,
2023004815,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,BOSTON SCIENTIFIC DO BRASIL LTDA.,01.513.946/0001-14,8486.6,8486.6,8384.76,8384.76
2023004816,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,LAIBO MEDICAL PRODS. MEDICOS E HOSPITALARES LTDA,14.477.127/0001-00,9980,9980,9860.24,9860.24
2023004817,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,BOSTON SCIENTIFIC DO BRASIL LTDA.,01.513.946/0001-14,16973.2,16973.2,16973.2,16973.2
2023004818,Ativo,CENTRAL - COMP EST DE ENGENH DE TRANSPORTES E LOGÍSTICA,Adesão ATA n 0112022 Microcomputadores,DELL COMPUTADORES DO BRASIL LTDA,72.381.189/0006-25,97350,0,,
2023004819,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,DLW COMERCIAL DISTRIBUIDORA LTDA,45.992.528/0001-22,33316,33316,,
2023004820,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,EP SUPRIMENTOS LTDA,34.144.836/0001-81,2478.4,2478.4,,
2023004821,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,empenho,HUNTER CIENTIFICA COMERCIAL E SERVIÇOS LTDA,00.304.559/0001-05,5598,5598,,
2023004822,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,empenho,TECMEDIC COMERCIO DE PRODUTOS MEDICOS LTDA,05.638.301/0004-01,5000,5000,,
2023004823,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,empenho,VASCULINE COMERCIO DE MATERIAIS MEDICOS E REPRESENTAÇÕES LTDA.,03.555.303/0001-69,15494,15494,15334.45,8793.2
2023004824,Ativo,FIPERJ - FUNDAÇÃO INSTITUTO DE PESCA DO ESTADO DO RJ,Contratação Imprensa Oficial do Estado do Rio de Janeiro IOERJ,IMPRENSA OFICIAL DO ESTADO DO RIO DE JANEIRO,28.542.017/0001-90,120000,120000,,
2023004825,Ativo,SECC - Secretaria de Estado da Casa Civil (Antiga SEGOV),Aquisição de açúcar tipo refinado em pacote de 1kg açúcar tipo refinado em caixa com 400 sachês de 5 e adoçante dietético tipo pó em caixa com 400 sachês por decorrência da celebração da Ata de Registro de Preços SECC n 0042023 do qual a Secretaria de Estado da Casa Civil figura como ÓRGÃO PARTICIPANTE,R. J. BRAGA SERVIÇOS E COMÉRCIO LTDA,34.309.136/0001-08,7790.1,7790.1,7790.1,7790.1
2023004826,Ativo,UERJ - HOSPITAL UNIVERSITÁRIO - HOSPITAL UNIVERSITARIO PEDRO ERNESTO,AQUISIÇÃO DO MEDICAMENTO SINVASTATINA ID 18294,DIMASTER COMÉRCIO DE  PRODUTOS HOSPITALARES LTDA,02.520.829/0001-40,1305,1305,1304.1,1304.1
2023004827,Ativo,UERJ - HOSPITAL UNIVERSITÁRIO - HOSPITAL UNIVERSITARIO PEDRO ERNESTO, Aquisição de saneantes para o Hospital Universitário Pedro Ernesto,ESSENCIAL RIO DISTRIBUIDORA DE PRODUTOS MEDICOS E HOSPITALARES LTDA,24.875.483/0001-36,102600,8100,,
2023004828,Ativo,UERJ - HOSPITAL UNIVERSITÁRIO - HOSPITAL UNIVERSITARIO PEDRO ERNESTO,Aquisição de de fitas reagentes para leitura automatiada para a Seção de Urinálise do Laboratório Clínico,VIVA MED DISTRIBUIDORA E IMPORTADORA DE PRODUTOS MÉDICOS LTDA-ME,25.249.213/0001-82,136000,22440,22440,22440
2023004829,Ativo,UERJ - HOSPITAL UNIVERSITÁRIO - HOSPITAL UNIVERSITARIO PEDRO ERNESTO,A aquisição de medicamentos,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA - FILIAL,44.734.671/0022-86,3226,896,,
2023004830,Ativo,UERJ - HOSPITAL UNIVERSITÁRIO - HOSPITAL UNIVERSITARIO PEDRO ERNESTO,A aquisição de medicamentos,UNIAO QUIMICA FARMACEUTICA NACIONAL SA,60.665.981/0009-75,166500,41625,,
2023004831,Ativo,FIA - FUNDAÇÃO PARA A INFÂNCIA E ADOLESCÊNCIA,Consumo de Gêneros Alimentícios,GRANA 298 DISTRIBUIDORA DE ALIMENTOS LTDA EPP,02.768.278/0001-39,306278.33,153139.16,,
2023004832,Em Aberto,UERJ - ADMINISTRACAO CENTRAL,ASSINATURA DE BIBLIOTECA VIRTUAL,PEARSON EDUCATION DO BRASIL LTDA,01.404.158/0018-38,461700,1,,
2023004833,Ativo,FMIS - FUNDAÇÃO MUSEU DA IMAGEM E DO SOM,I Termo Aditivo ao Contrato n 0052022 relativo à prestação deserviços contínuos de fornecimento de vale transporte,RIOPAR PARTICIPAÇÕES S/A,16.727.386/0001-78,193000,42740,,
2023004834,Ativo,FES - FUNDO ESTADUAL DE SAÚDE,AQUISIÇÃO DE MEDICAMENTO,ONCO PROD DIST. PROD. HOSPITALRES E ONCOLÓGICOS LTDA,04.307.650/0025-02,251200.8,251200.8,,
2023004835,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,empenho,LEMARC PRODUTOS MÉDICOS HOSPITALARES LTDA-ME,09.300.300/0001-60,2890,2890,2855.32,2855.32
2023004836,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,BIOPLASMA PRODUTOS PARA LABORATORIOS E CORRELATOS LTDA,04.086.552/0001-15,180,180,,
2023004837,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,EXCELENCIA DO SABER DISTRIBUIDORA EDUCACIONAL LTDA,17.211.630/0001-08,2801,2801,2767.39,2767.39
2023004838,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,LOCCUS DO BRASIL LTDA (MATRIZ),05.094.718/0001-08,2000,2000,,
2023004839,Ativo,FUNESBOM - FUNDO ESPECIAL DO CORPO DE BOMBEIROS,PROCESSO DE PAGAMENTO REFERENTE AOS SERVIÇOS A SEREM PRESTADOS PELA EMPRESA RIOSANEAMENTO PELO PERÍODO DE 12 DOZE MESES E PAGAMENTO DE JUROS E MULTAS DE FATURAS EM ATRASO,RIO + SANEAMENTO BL3 S.A,42.292.007/0001-74,71540.21,71540.21,48910.34,43514.29
2023004840,Ativo,SECC - Secretaria de Estado da Casa Civil (Antiga SEGOV),Aquisição de Cafeteiras elétricas para atender às demandas da Secretaria de Estado da Casa Civil por empresa especialiada em conformidade com o que preconia a Lei n 86661993 e demais legislações acessórias,FRAMOT BAZAR E UTILIDADES LTDA,07.093.083/0001-50,10890,10890,,
2023004841,Em Aberto,JUCERJA - JUNTA COMERCIAL DO ESTADO DO RIO DE JANEIRO,O objeto do presente pregão é a contratação de empresa especialiada no fornecimento de licenças Microsoft e ORACLE MySQL para a atualiação tecnológica e disponibilidade de novas versões que venham a ser lançadas conforme quantidades e especificações técnicas constantes no Termo de Referência,TELSINC COMERCIO DE EQUIPAMENTOS DE INFORMATICA LTDA,01.096.059/0001-98,2690000,898919.96,895540.02,895540.02
2023004842,Ativo,FUNESBOM - FUNDO ESPECIAL DO CORPO DE BOMBEIROS,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM REALIZAR COLETA TRANSPORTE TRATAMENTO E DESTINAÇÃO FINAL A RESÍDUOS DE LIXO,SUSTENTA COMERCIO E SERVICOS EIRELI,31.419.061/0001-11,166300,90079.17,,
2023004843,Em Aberto,UERJ - ADMINISTRACAO CENTRAL, Renovação de Pedido anual de aquisição de rações maravalha e granulado para roedores para atender a demanda dos biotérios2 do Departamento de Microbiologia Imunologia e Parasitologia da Faculdade de Ciências Médicas,LABORPEC RIO COMERCIAL LTDA,05.354.801/0001-79,66444,1,,
2023004844,Ativo,CECIERJ - FUND CENTRO CIÊN EDUC SUP DISTÂN DO EST RJ, O presente Termo de Referência visa detalhar os elementos necessários à presente contrataçãoEm linhas muito gerais o seguro seja obrigatório ou contratual é a relação jurídica por meio da qual há transferência de um prejuío potencial decorrente de um risco evento danoso em potencial ou seja em evento futuro e incerto causador de prejuío Assim o que se busca é a criação de uma garantia contra um risco Essa é a motivação do adquirente do imóvel segurança econômica e jurídica Atender ao constante da Clausula Oitava do Termo de Cessão de Uso de parte do imóvel situado a Rua Ailton da Costa sn Duque de Caxias RJ CEP 250710160 lavrado no Livro C14SUBPA fls03 a 09 Termo n 02,GENTE SEGURADORA S.A.,90.180.605/0001-02,14400,14400,,
2023004845,Ativo,SECC - Secretaria de Estado da Casa Civil (Antiga SEGOV),Aquisição de material permanente e de consumo por decorrência da celebração da ATA DE REGISTRO DE PREÇOS SECC N 0022023 do qual a Secretaria de Estado da Casa Civil figura como ÓRGÃO GERENCIADOR E ÓRGÃO PARTICIPANTE,GLOBAL 233 COMERCIAL LTDA,07.476.343/0001-76,100623.27,100623.27,59097.88,59097.88
2023004846,Ativo,UERJ - HOSPITAL UNIVERSITÁRIO - HOSPITAL UNIVERSITARIO PEDRO ERNESTO,AQUISIÇÃO DO MEDICAMENTO PROPOFOL ID 58140,MEDKA HOSPITALAR EIRELI,36.958.637/0001-32,8948.81,8948.81,,
2023004847,Ativo,FUNESBOM - FUNDO ESPECIAL DO CORPO DE BOMBEIROS,Aquisição de medicamentos por meio de ATA SRP n 00432023B da Fundação Saúde do Estado do Rio de Janeiro,LEMAN MEDICAMENTOS E CIA LTDA,40.600.760/0001-54,28350,28350,,
2023004848,Ativo,UERJ - HOSPITAL UNIVERSITÁRIO - HOSPITAL UNIVERSITARIO PEDRO ERNESTO,AQUISIÇÃO DOS MEDICAMENTOS MIDAZOLAN 3 ML E 10 ML ID 18026 E 58238,MEDKA HOSPITALAR EIRELI,36.958.637/0001-32,24899.3,24899.3,24899.3,24899.3
2023004849,Ativo,IVB - INSTITUTO VITAL BRAZIL SA.,Aquisição de soluções de Tecnologia da Informação e Comunicação TIC que proporcionem ao IVB Instituto Vital Brail a identificar a melhor forma de garantir a sustentação manutenção e evolução em termos técnicos tecnológicos dos ativos de rede desta Instituição,A.ARCHANJO COMERCIO E SERVIÇOS LTDA,47.611.339/0001-98,22050,22050,22050,22050
2023004850,Ativo,IVB - INSTITUTO VITAL BRAZIL SA.,Aquisição de soluções de Tecnologia da Informação e Comunicação TIC que proporcionem ao IVB Instituto Vital Brail a identificar a melhor forma de garantir a sustentação manutenção e evolução em termos técnicos tecnológicos dos ativos de rede desta Instituição,SALESTECH SOLUÇÕES EM TI LTDA,13.146.270/0001-57,12600,12600,12600,12600
2023004851,Em Aberto,UERJ - HOSPITAL UNIVERSITÁRIO - HOSPITAL UNIVERSITARIO PEDRO ERNESTO,AQUISIÇÃO DO MEDICAMENTO FUROSEMIDA ID 17752,RALIC COMERCIO E DISTRIBUICAO LTDA,24.602.657/0001-97,17000,17000,17000,17000
2023004852,Ativo,FUNESBOM - FUNDO ESPECIAL DO CORPO DE BOMBEIROS,Aquisição de medicamentos por meio de ATA SRP n 0712023 da Secretaria de Estado de Polícia Militar,STERI-GRAU PRODUTOS HOSPITALARES LTDA - ME,05.746.252/0001-88,5153.5,5153.5,5153.5,5153.5
2023004853,Ativo,FUNESBOM - FUNDO ESPECIAL DO CORPO DE BOMBEIROS,Aquisição de medicamentos,LEMAN MEDICAMENTOS E CIA LTDA,40.600.760/0001-54,11056,11056,,
2023004854,Ativo,FUNESBOM - FUNDO ESPECIAL DO CORPO DE BOMBEIROS,Solicitação de compra de medicametos,RALIC COMERCIO E DISTRIBUICAO LTDA,24.602.657/0001-97,14960,14960,,
2023004855,Ativo,FMIS - FUNDAÇÃO MUSEU DA IMAGEM E DO SOM,Contratação de serviço de hospedagem em Servidores Virtuais Privados VPS para atender as necessidades de Hospedagem e administração de banco de dados incluindo backup monitoramento suporte técnico e migração de dados com prestação dos serviços que acontecerá de forma via remoto servidor em nuvem,HOSTGATOR BRASIL LTDA.,15.754.475/0001-40,2399.83,2399.83,2399.83,2399.83
2023004856,Em Aberto,UERJ - ADMINISTRACAO CENTRAL,Produtos químicos,INTERJET COMERCIAL EIRELI - EPP,59.403.410/0001-26,811.56,0,,
2023004857,Em Aberto,UERJ - ADMINISTRACAO CENTRAL,Produtos químicos,PRO ANALISE QUIMICA E DIAGNOSTICA LTDA,00.398.022/0002-32,6443.8,0,,
2023004858,Em Aberto,UERJ - ADMINISTRACAO CENTRAL,Produtos químicos,GRAULAB BRASIL MATERIAL PARA LABORATÓRIO S/A,64.568.710/0001-03,5392,0,,
2023004859,Em Aberto,FUNESPOM - FUNDO ESP. POLÍCIA MILITAR RJ,MEDICAMENTOS,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA,44.734.671/0001-51,1668,1668,1668,1668
2023004860,Em Aberto,FUNESPOM - FUNDO ESP. POLÍCIA MILITAR RJ,MEDICAMENTOS,COSTA CAMARGO COMERCIO DE PRODUTOS HOSPITALARES LTDA (MATRIZ),36.325.157/0001-34,4500,4500,4500,4500
2023004861,Em Aberto,FUNESPOM - FUNDO ESP. POLÍCIA MILITAR RJ,MEDICAMENTOS,LEMAN MEDICAMENTOS E CIA LTDA,40.600.760/0001-54,1275,1275,,
2023004862,Ativo,FUNESBOM - FUNDO ESPECIAL DO CORPO DE BOMBEIROS,Solicitação de compra de medicamento,ACACIA COMERCIO DE MEDICAMENTOS LTDA,03.945.035/0001-91,225,225,,
2023004863,Em Aberto,UERJ - HOSPITAL UNIVERSITÁRIO - HOSPITAL UNIVERSITARIO PEDRO ERNESTO,AQUISIÇÃO DO MEDICAMENTO DIMETICONA ID 17596,RALIC COMERCIO E DISTRIBUICAO LTDA,24.602.657/0001-97,600,600,600,600
2023004864,Ativo,CEHAB - COMPANHIA ESTADUAL DE HABITAÇÃO DO RJ, Aquisição de HD Externo e Switch,RDSUPRI MATERIAS PARA ESCRITORIOS LTDA,40.520.092/0001-55,4762.1,4762.1,,
2023004865,Em Aberto,AGENERSA - AG REGUL ENERGIA E SANEAMENTO DO EST RJ,Locação de Imóvel não residencial Sala Comercial no Condomínio do Edifício Darke no Centro Rio de Janeiro com área de aproximadamente 1200 m2 para atendimento das necessidades da AGENERSA ,ASO ADMINISTRADORA DE BENS LTDA,08.729.940/0001-28,1383927.88,270303.84,140941.5,140941.5
2023004867,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,Contratação emergencial de empresa especialiada em serviços continuados de manutenção predial preventiva e corretiva incluindo transformador de entrada de energia elétrica instalações elétricas de baixa tensão sistemas hidro sanitários e conservação física e estrutural nas unidades assistenciais e instalações administrativas de PRONTO SOCORRO GERAL DR HAMILTON AGOSTINHO VIEIRA DE CASTRO sob gestão da Fundação Saúde do Estado do Rio de Janeiro,DE SÁ CONSTRUÇÕES E SERVIÇOS LTDA,07.028.841/0001-56,937504.8,468752.4,175935.4,148137.61
2023004868,Ativo,SEPM - Secretaria de Estado de Polícia Militar,RaioX Corporal,VMI SISTEMAS DE SEGURANÇA LTDA,05.293.074/0001-87,229807,229807,229807,229807
2023004869,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,empenho,ST. JUDE MEDICAL BRASIL LTDA,00.986.846/0001-42,39000,39000,,
2023004870,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,MASTERLAB COMERCIAL LTDA,12.235.794/0001-51,41600,41600,41600,41600
2023004871,Ativo,FES - FUNDO ESTADUAL DE SAÚDE,Aquisição de material médicohospitalar,QUALIMAGE COMÉRCIO SERVIÇOS E REPRESENTAÇÕES LTDA,31.950.325/0001-69,1560,1560,,
2023004872,Ativo,FES - FUNDO ESTADUAL DE SAÚDE,Aquisição de material médicohospitalar,ATHOS RIO PRODUTOS MEDICOS HOSPITALARES EIRELI,31.912.939/0001-56,2266.24,2266.24,,
2023004873,Em Aberto,FUNARJ - FUND ANITA MANTUANO DE ARTES DO EST DO RJ,A contratação da prestação de serviços artísticos para aplicação no projeto denominado Quintas do Servidor que tem por objetivo proporcionar atividades culturais com ações de valoriação e socialiação voltadas para os servidores da Secretaria de Estado de Planejamento no ambiente de trabalho Tais atividades estão alinhadas aos objetivos estratégicos daquela Secretaria lembrando que a música é uma ferramenta indispensável à formação cidadã e indissociável da identidade cultural ,JOSE JORGE DE ASSIS,17.002.939/0001-98,12000,12000,12000,12000
2023004874,Em Aberto,FUNARJ - FUND ANITA MANTUANO DE ARTES DO EST DO RJ,O objeto do presente Termo de Referência a CONTRATAÇÃO DE EMPRESA ESPECIALIZADAPARA A PRESTAÇÃO DE SERVIÇO DE PLOTAGEM EM TAPUME PARA FECHAMENTO DEOBRA a ser realiada no Teatro VillaLobos da FUNAR,MICROCAD COMPUTAÇÃO GRAFICA LTDA-ME,01.662.825/0001-34,7280,7280,7280,7280
2023004875,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,empenho,SCITECH PRODUTOS MEDICOS S.A,01.437.707/0001-22,22797.2,22797.2,22797.2,22797.2
2023004876,Ativo,RIO SEGURANÇA - Instituto de Segurança Pública - ISP,Contratação de empresa para fornecimento de equipamento multifuncional de impressão cópia e digitaliação modelo de contratação outsourcing para o Instituto de Segurança Pública ISP incluindo 058239cinco equipamentos multifuncionais sendo 02 monocromáticos e 03 policromático A4 com até 02 dois anos de uso com instalação configuração treinamento básico gestão dos equipamentos serviços de manutenção preventiva e corretiva reposição de peças de todo material de consumo necessário ao perfeito funcionamento dos equipamentos exceto papel com demanda global anual estimada de823918000 deoito mil cópias monocromáticas e 6000 seis mil cópias policromáticas ,CHADA COMERCIO E SERVIÇOS LTDA,02.478.800/0001-48,15120,6300,,
2023004877,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,HEALTH CARE COMÉRCIO DE MATERIAIS MEDICO CIRURGICO E HOSPITALAR LTDA,40.382.970/0001-13,1771.2,1771.2,1771.2,1771.2
2023004878,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,MOGAMI IMPORTACAO E EXPORTACAO LTDA,50.247.071/0001-61,502.08,502.08,,
2023004879,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,EMPENHO,RJD HOSPITALAR EIRELI,05.136.679/0001-64,355.2,355.2,,
2023004880,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,empenho,UP MED DISTRIBUIDORA E IMPORTADORA DE PRODUTOS MEDICOS LTDA,39.475.700/0001-78,39414,39414,,
2023004881,Em Aberto,FSERJ - FUNDAÇÃO SAÚDE DO EST. DO RIO DE JANEIRO,empenho,HOMACC COMERCIO DE MATERIAL MEDICO HOSPITALAR LTDA,07.797.579/0001-04,16606.6,16606.6,16606.6,16606.6
